p_raw,p_cal,attack
0.000622,1.6e-05,A08
1.5e-05,3e-06,none
1.0,0.996062,A12
0.999627,0.985474,A10
0.999982,0.996062,A11
0.999895,0.995851,A07
0.001875,4.8e-05,A18
1.0,0.996062,A09
0.999688,0.987829,A11
0.999968,0.996062,A07
0.978154,0.531119,A19
1.0,0.996062,A13
0.999869,0.994852,A15
0.999884,0.99545,A14
0.999299,0.973004,A08
0.015487,0.000398,A19
0.999999,0.996062,A12
0.999999,0.996062,A16
0.99992,0.996062,A16
1.0,0.996062,A12
0.930376,0.252651,A13
0.000181,5e-06,A17
0.999669,0.987084,A11
0.999999,0.996062,A13
1.0,0.996062,A14
0.056238,0.001505,A16
0.164494,0.004956,A15
0.999996,0.996062,A14
0.998733,0.952236,A15
0.999829,0.993292,A16
0.865729,0.140242,A18
7e-05,3e-06,none
1.0,0.996062,A09
1.0,0.996062,A09
9.2e-05,3e-06,A17
0.999987,0.996062,A11
0.00195,4.9e-05,none
0.009754,0.000249,A18
0.999408,0.977117,A13
1.0,0.996062,A12
3.8e-05,3e-06,A08
0.0,3e-06,none
0.999782,0.99147,A13
0.990162,0.718004,A16
0.999993,0.996062,A11
0.591062,0.035276,A19
0.998741,0.952544,A14
0.999943,0.996062,A10
0.018837,0.000485,none
0.999935,0.996062,A16
0.116348,0.00332,A19
0.999223,0.970184,A10
1e-05,3e-06,none
0.000336,8e-06,A17
0.995859,0.85883,A16
0.999873,0.995001,A11
0.999869,0.994852,A07
0.000125,3e-06,A18
0.002175,5.5e-05,A08
0.999899,0.996015,A15
0.999051,0.963804,A07
0.052716,0.001406,A18
0.761164,0.074611,A18
0.999996,0.996062,A08
1.0,0.996062,A16
0.000439,1.1e-05,A17
0.999952,0.996062,A14
0.999926,0.996062,A11
0.997927,0.92413,A13
1.0,0.996062,A12
2.1e-05,3e-06,none
0.002084,5.3e-05,A17
0.999859,0.99447,A16
0.002286,5.8e-05,A17
0.694656,0.054422,A13
1.0,0.996062,A12
0.200226,0.006294,A08
0.999991,0.996062,A14
0.99997,0.996062,A07
0.999533,0.98186,A08
0.999331,0.974207,A13
0.022787,0.00059,A19
0.982369,0.584996,A08
1.0,0.996062,A09
0.977141,0.51956,A19
6e-06,3e-06,none
1e-06,3e-06,none
0.999993,0.996062,A16
0.998553,0.945831,A14
1.0,0.996062,A12
0.008698,0.000222,none
0.999889,0.995618,A11
0.990745,0.730328,A10
0.999841,0.993762,A16
0.998776,0.953793,A14
1.0,0.996062,A12
0.999716,0.988881,A10
0.992904,0.779732,A10
0.999921,0.996062,A10
0.070829,0.001925,A19
0.05347,0.001427,A18
0.985452,0.631498,A11
0.37403,0.014891,A19
0.009286,0.000237,A08
1.0,0.996062,A09
0.999153,0.967592,A16
0.999809,0.992504,A11
0.999995,0.996062,A09
0.999907,0.996062,A16
0.00019,5e-06,none
0.999922,0.996062,A07
0.999885,0.995464,A10
0.999125,0.96653,A10
0.999907,0.996062,A07
0.999964,0.996062,A11
0.999826,0.993169,A13
0.999987,0.996062,A10
4.8e-05,3e-06,A18
0.035837,0.000939,none
0.999987,0.996062,A09
0.99962,0.985199,A19
0.995405,0.845678,A13
0.999997,0.996062,A11
0.992168,0.762187,A11
0.999805,0.992342,A10
0.999985,0.996062,A16
3.3e-05,3e-06,A17
0.999997,0.996062,A07
5.9e-05,3e-06,none
0.999978,0.996062,A15
0.000199,5e-06,A17
0.000828,2.1e-05,A17
0.998978,0.961121,A15
0.999995,0.996062,A15
1.0,0.996062,A09
0.926213,0.241023,A16
0.999996,0.996062,A09
0.957632,0.363796,A13
0.985531,0.63279,A18
0.000854,2.2e-05,none
1.0,0.996062,A13
0.000685,1.7e-05,none
0.000756,1.9e-05,A17
0.999905,0.996062,A08
8.3e-05,3e-06,none
0.97321,0.478905,A18
0.998835,0.955934,A08
0.999709,0.988642,A08
0.99977,0.990974,A07
1.0,0.996062,A09
1.0,0.996062,A09
0.995633,0.852238,A11
0.999945,0.996062,A12
0.447772,0.020101,A08
0.999954,0.996062,A08
0.974309,0.489652,A11
0.999812,0.992625,A10
0.998727,0.952039,A15
1.0,0.996062,A09
0.044031,0.001164,A17
0.998824,0.955528,A11
0.000238,6e-06,none
1e-06,3e-06,none
0.999878,0.995216,A14
0.999996,0.996062,A16
1.0,0.996062,A12
1.0,0.996062,A12
0.933528,0.262152,A18
0.002372,6e-05,A17
0.001841,4.7e-05,A19
1.0,0.996062,A14
0.003543,9e-05,A19
0.032815,0.000858,A08
0.99915,0.967455,A14
0.998841,0.956132,A15
0.999938,0.996062,A14
0.843611,0.120082,A13
0.999982,0.996062,A07
0.99987,0.994903,A11
3.2e-05,3e-06,A17
0.004188,0.000106,none
0.014898,0.000382,A17
0.0,3e-06,none
0.999959,0.996062,A12
0.99977,0.990993,A14
0.57495,0.033088,A18
0.005665,0.000144,none
0.999654,0.98651,A10
0.999987,0.996062,A07
0.066215,0.001791,A17
0.002865,7.3e-05,A18
1.0,0.996062,A09
1.2e-05,3e-06,none
0.999841,0.993762,A15
0.032276,0.000843,A19
0.999795,0.991943,A15
0.752878,0.071559,A13
1.2e-05,3e-06,none
0.004651,0.000118,A18
0.999759,0.990576,A10
3e-06,3e-06,none
0.002601,6.6e-05,A18
1.0,0.996062,A09
0.758186,0.073492,A16
0.967418,0.42895,A14
0.998962,0.96055,A10
0.993918,0.805234,A14
0.00013,3e-06,none
0.999999,0.996062,A09
1.0,0.996062,A16
0.965947,0.417798,none
9.1e-05,3e-06,A17
1.0,0.996062,A14
0.006624,0.000169,none
0.000295,7e-06,A17
0.048971,0.001301,A17
0.804773,0.094439,A19
0.999995,0.996062,A09
0.999176,0.968439,A13
0.999996,0.996062,A14
0.999634,0.985721,A16
0.999711,0.988688,A07
0.999988,0.996062,A11
0.999977,0.996062,A11
0.943284,0.296152,A18
3.4e-05,3e-06,A17
0.004626,0.000118,A17
0.108155,0.003059,A17
1.7e-05,3e-06,none
8.6e-05,3e-06,none
0.999979,0.996062,A15
0.024911,0.000646,A18
0.000848,2.1e-05,A17
0.0,3e-06,none
0.999991,0.996062,A16
1.0,0.996062,A09
0.005111,0.00013,none
0.999948,0.996062,A10
0.006061,0.000154,A19
0.999963,0.996062,A08
0.999658,0.986675,A08
0.005029,0.000128,A08
0.989942,0.713475,A19
0.902486,0.189718,A19
4e-06,3e-06,A17
0.999733,0.989555,A14
1.0,0.996062,A09
2e-06,3e-06,none
0.000463,1.2e-05,A17
0.999929,0.996062,A10
0.999991,0.996062,A15
0.999998,0.996062,A12
0.114033,0.003246,A19
0.999984,0.996062,A11
0.000251,6e-06,none
0.999986,0.996062,A13
0.85923,0.133763,A19
0.999942,0.996062,A15
0.985093,0.625722,A07
0.999933,0.996062,A08
0.000554,1.4e-05,A19
0.999552,0.982577,A11
0.009874,0.000252,none
0.999994,0.996062,A11
0.997363,0.905364,A13
0.998906,0.958519,A13
1.0,0.996062,A09
0.999989,0.996062,A16
1.0,0.996062,A09
0.999994,0.996062,A07
0.014095,0.000362,A18
2e-06,3e-06,none
0.999833,0.99345,A12
1.0,0.996062,A09
0.999987,0.996062,A10
0.996037,0.864111,A13
8e-05,3e-06,A19
0.999413,0.977329,A10
0.99947,0.979485,A12
0.999572,0.983356,A15
0.000127,3e-06,A17
0.999988,0.996062,A10
1.0,0.996062,A09
0.999884,0.995431,A08
0.008349,0.000213,A18
0.972196,0.469383,A16
0.999992,0.996062,A16
0.003365,8.5e-05,none
0.000166,4e-06,A17
0.999997,0.996062,A10
3e-06,3e-06,none
0.000514,1.3e-05,none
6e-06,3e-06,A19
0.119317,0.003416,A18
0.998694,0.950833,A13
0.002808,7.1e-05,A18
0.818369,0.102324,A14
0.987195,0.661071,A19
0.999878,0.995202,A15
1.0,0.996062,A12
0.00217,5.5e-05,A17
0.999366,0.975545,A13
0.997084,0.896389,A13
0.618527,0.039404,A16
0.013826,0.000355,A18
0.991304,0.742533,A15
0.995422,0.846186,A16
0.999996,0.996062,A10
5.5e-05,3e-06,none
1.0,0.996062,A12
1.0,0.996062,A16
0.000189,5e-06,A17
0.999733,0.989569,A08
0.995757,0.85585,A08
0.999983,0.996062,A07
1.0,0.996062,A14
0.99998,0.996062,A08
0.001524,3.9e-05,A17
1.0,0.996062,A09
1.0,0.996062,A09
1.4e-05,3e-06,none
0.930806,0.253912,A19
0.137379,0.004013,A18
0.990077,0.71625,A18
0.000157,4e-06,A17
0.000204,5e-06,A17
0.038453,0.001011,A19
0.999993,0.996062,A16
0.999999,0.996062,A09
0.999756,0.990451,A10
0.006735,0.000172,A19
0.934012,0.263669,A18
0.058686,0.001575,A19
0.987831,0.672531,A13
4.8e-05,3e-06,A17
0.9997,0.988284,A14
0.001127,2.9e-05,A17
0.999796,0.992003,A07
0.999963,0.996062,A11
1.0,0.996062,A12
0.999962,0.996062,A11
0.998526,0.944875,A13
0.00056,1.4e-05,A17
0.999765,0.990798,A08
0.999775,0.991187,A07
0.992573,0.771749,A19
0.951314,0.330804,A18
0.999993,0.996062,A15
0.999975,0.996062,A14
0.999996,0.996062,A10
0.033281,0.00087,A19
0.999988,0.996062,A08
9e-06,3e-06,A17
0.994368,0.817064,A07
0.996939,0.891768,A18
0.998453,0.9423,A11
0.999993,0.996062,A08
0.999828,0.993227,A10
0.999855,0.994316,A07
0.985906,0.638957,A10
0.143777,0.00423,A08
1.0,0.996062,A09
0.999703,0.988379,A11
1.0,0.996062,A13
0.985217,0.627703,A16
4e-06,3e-06,none
0.99994,0.996062,A13
1.0,0.996062,A12
0.999931,0.996062,A15
0.987513,0.666739,A07
0.998506,0.944173,A07
0.999921,0.996062,A16
0.000697,1.8e-05,none
0.999999,0.996062,A08
0.999821,0.992959,A15
0.999203,0.969423,A14
0.33603,0.012642,A08
0.999962,0.996062,A15
0.995533,0.849359,A16
0.993209,0.787243,A13
1.0,0.996062,A14
0.000567,1.4e-05,A17
0.999935,0.996062,A14
0.999976,0.996062,A14
0.000457,1.2e-05,A08
0.770328,0.078216,A18
0.999885,0.995459,A07
1.0,0.996062,A12
0.998848,0.956398,A10
0.995781,0.856559,A13
0.966174,0.419485,A16
0.999579,0.983616,A13
1.0,0.996062,A12
0.999927,0.996062,A15
0.999202,0.969401,A10
2e-06,3e-06,none
0.978907,0.540034,A18
0.998157,0.931975,A12
1.0,0.996062,A14
0.001624,4.1e-05,none
0.001801,4.6e-05,A18
0.131008,0.0038,A08
0.923607,0.234225,A13
0.999999,0.996062,A12
0.0,3e-06,none
1.0,0.996062,A09
0.995053,0.835747,A11
0.807226,0.095789,A07
0.999688,0.98781,A07
0.008027,0.000205,A08
0.000327,8e-06,A17
0.999567,0.983178,A11
0.991835,0.754478,A15
0.232669,0.007613,none
1.0,0.996062,A12
0.998563,0.946174,A19
0.21469,0.006869,A19
0.999961,0.996062,A10
0.999495,0.980416,A07
0.999972,0.996062,A16
0.999901,0.996062,A10
1.0,0.996062,A13
3.8e-05,3e-06,none
0.608515,0.037836,A18
0.102375,0.002877,A17
0.999592,0.984123,A07
0.001211,3.1e-05,none
0.999692,0.987981,A13
0.99999,0.996062,A07
0.938832,0.279692,A19
0.994941,0.832655,A10
0.003771,9.6e-05,A18
0.999989,0.996062,A12
1.0,0.996062,A09
0.995979,0.862392,A07
0.999996,0.996062,A14
2e-05,3e-06,none
0.999631,0.985607,A08
1.6e-05,3e-06,A17
1.0,0.996062,A12
0.000221,6e-06,A17
0.002921,7.4e-05,A19
0.999337,0.974438,A12
0.9875,0.666505,A13
1.0,0.996062,A12
0.999997,0.996062,A11
0.999998,0.996062,A12
0.999938,0.996062,A10
0.999752,0.990294,A14
0.000851,2.2e-05,A18
0.941225,0.288324,A16
0.999539,0.982106,A15
0.999949,0.996062,A08
0.0,3e-06,none
9e-06,3e-06,none
1.0,0.996062,A08
0.999949,0.996062,A14
0.000238,6e-06,A19
1.0,0.996062,A12
0.79386,0.088778,A16
0.000388,1e-05,A19
1.0,0.996062,A09
0.999942,0.996062,A08
0.999987,0.996062,A07
0.999998,0.996062,A09
0.045229,0.001197,A18
0.99966,0.986744,A07
0.988437,0.68381,A13
0.849814,0.125224,A08
0.999867,0.994768,A15
0.000128,3e-06,none
0.999759,0.990544,A16
0.99969,0.987907,A16
5e-06,3e-06,none
0.999975,0.996062,A09
0.999892,0.995758,A11
0.994055,0.808806,A08
0.000378,1e-05,A18
0.001451,3.7e-05,A19
6e-05,3e-06,A17
1.0,0.996062,A09
0.997712,0.9169,A07
1.0,0.996062,A09
0.999171,0.968251,A15
0.999991,0.996062,A10
0.999999,0.996062,A13
0.990527,0.725666,A19
1.0,0.996062,A09
0.999311,0.973478,A16
0.998137,0.931287,A16
0.993907,0.804954,A16
0.999944,0.996062,A15
0.999904,0.996062,A13
1.0,0.996062,A09
0.555495,0.030647,A13
1.0,0.996062,A14
0.040347,0.001063,A19
0.998725,0.95197,A14
0.001565,4e-05,none
0.07665,0.002096,A08
0.987897,0.673735,A16
0.000519,1.3e-05,A18
0.967085,0.426376,A15
0.202156,0.006369,A18
0.999986,0.996062,A07
0.973188,0.478691,A16
5e-06,3e-06,none
0.999973,0.996062,A14
0.999925,0.996062,A07
0.999925,0.996062,A14
0.999988,0.996062,A09
0.936677,0.272314,A07
0.999921,0.996062,A07
0.88395,0.161566,A16
0.079005,0.002165,none
0.999982,0.996062,A16
0.000144,4e-06,none
1.0,0.996062,A09
0.999905,0.996062,A16
1.2e-05,3e-06,A17
0.999962,0.996062,A07
0.963166,0.398149,A12
0.00119,3e-05,A18
0.002752,7e-05,none
0.000174,4e-06,A17
0.999045,0.963602,A10
1.0,0.996062,A09
0.999384,0.976208,A07
1.0,0.996062,A09
0.006324,0.000161,A18
8e-06,3e-06,none
0.999877,0.995146,A15
0.999991,0.996062,A12
0.989327,0.701045,A13
0.932234,0.258175,A16
0.985953,0.639729,A15
2.2e-05,3e-06,none
0.99915,0.967451,A07
0.999529,0.981701,A08
0.999922,0.996062,A08
0.999865,0.994694,A08
0.997916,0.923736,A15
0.999984,0.996062,A11
0.995422,0.846176,A16
0.999971,0.996062,A12
0.999952,0.996062,A10
0.991103,0.738096,A15
0.999962,0.996062,A10
2e-06,3e-06,none
0.812451,0.098769,A16
0.999749,0.990165,A10
0.999949,0.996062,A08
0.000171,4e-06,A17
0.975213,0.498832,A15
0.998698,0.951006,A10
0.990657,0.728435,A15
1.0,0.996062,A09
0.989398,0.702463,none
0.009492,0.000242,none
1.0,0.996062,A12
0.997939,0.924524,A15
0.001425,3.6e-05,A17
0.040016,0.001053,none
0.000171,4e-06,A17
0.999999,0.996062,A12
1.0,0.996062,A16
0.999941,0.996062,A07
0.998372,0.939435,A15
1.0,0.996062,A09
3.9e-05,3e-06,none
0.999997,0.996062,A10
1.0,0.996062,A09
0.999983,0.996062,A07
0.015888,0.000408,A19
0.999996,0.996062,A16
0.993266,0.788665,A19
0.999957,0.996062,A08
0.493565,0.024063,A16
0.999914,0.996062,A14
0.999816,0.992764,A10
0.995493,0.848198,A12
0.455872,0.020755,none
0.967279,0.427877,A13
0.996497,0.877992,A10
7.4e-05,3e-06,A17
0.999725,0.989241,A10
0.999953,0.996062,A11
1.0,0.996062,A09
1.0,0.996062,A09
0.999946,0.996062,A07
1.0,0.996062,A09
0.999962,0.996062,A14
0.999998,0.996062,A16
0.9709,0.457726,A08
1.0,0.996062,A09
0.994514,0.820991,A08
0.261551,0.008881,A18
0.999803,0.992263,A15
0.982146,0.581878,A13
0.999634,0.985717,A14
0.999999,0.996062,A14
0.99999,0.996062,A12
1.0,0.996062,A09
1e-06,3e-06,A17
1.0,0.996062,A09
0.004802,0.000122,A18
3.5e-05,3e-06,none
0.999758,0.990507,A14
0.999835,0.993501,A12
0.999788,0.991678,A07
0.999354,0.975092,A07
1e-06,3e-06,none
0.999999,0.996062,A07
0.998151,0.931782,A10
6.6e-05,3e-06,none
0.999929,0.996062,A07
0.999989,0.996062,A08
1.0,0.996062,A09
0.999966,0.996062,A10
0.999958,0.996062,A09
0.251207,0.008416,A08
0.998817,0.955276,A13
0.999994,0.996062,A11
0.965492,0.414458,A11
1.0,0.996062,A09
0.999884,0.99544,A15
0.999935,0.996062,A14
0.041685,0.001099,A19
4.7e-05,3e-06,A17
0.999323,0.973934,A08
0.61584,0.038975,A18
0.999345,0.974738,A16
0.999622,0.985268,A10
0.999958,0.996062,A10
0.999993,0.996062,A11
0.997079,0.896208,A16
0.99839,0.940089,A15
0.999155,0.967649,A15
0.999238,0.970744,A11
0.999564,0.983032,A15
0.240296,0.007939,A17
0.000847,2.1e-05,A18
2.3e-05,3e-06,none
0.999996,0.996062,A11
1.0,0.996062,A12
1.0,0.996062,A09
5e-05,3e-06,none
0.002767,7e-05,A19
0.953992,0.344081,A16
0.908251,0.200281,A11
0.999998,0.996062,A10
1.0,0.996062,A09
0.994887,0.831148,A11
0.990531,0.725756,A14
0.999535,0.981933,A11
0.000535,1.4e-05,A17
0.999726,0.989287,A12
0.999872,0.994964,A13
1.0,0.996062,A14
0.000454,1.1e-05,A17
0.91586,0.215918,A19
0.99996,0.996062,A11
0.999979,0.996062,A11
0.006263,0.000159,A19
0.395667,0.016294,A14
0.999147,0.967353,A11
0.998789,0.954262,A11
0.001035,2.6e-05,A18
0.637025,0.042512,A18
0.998117,0.930591,A08
1.0,0.996062,A09
0.999765,0.990812,A07
4e-06,3e-06,none
0.77563,0.080422,A16
0.999928,0.996062,A07
0.99879,0.954305,A07
0.835962,0.114202,A18
1.0,0.996062,A16
0.999999,0.996062,A14
0.004203,0.000107,A19
0.999949,0.996062,A07
0.999893,0.995786,A13
1.0,0.996062,A09
4e-06,3e-06,A17
0.943651,0.297588,A13
0.98093,0.565465,A19
2.9e-05,3e-06,none
0.1426,0.00419,A19
0.999961,0.996062,A07
5.8e-05,3e-06,none
5.5e-05,3e-06,none
0.999018,0.962588,A10
0.999954,0.996062,A09
0.999878,0.995183,A10
0.993981,0.806867,A10
0.000438,1.1e-05,none
0.001762,4.5e-05,A18
0.999992,0.996062,A11
0.999991,0.996062,A07
0.997403,0.90669,A07
7e-06,3e-06,A17
0.999997,0.996062,A07
0.000195,5e-06,A17
1.0,0.996062,A12
0.999963,0.996062,A14
0.080636,0.002214,A08
0.046025,0.001219,A18
0.999901,0.996062,A15
0.99999,0.996062,A11
0.999989,0.996062,A16
0.999251,0.971227,A10
0.996383,0.874518,A12
1e-06,3e-06,none
1.5e-05,3e-06,none
0.999998,0.996062,A16
1.0,0.996062,A09
0.999915,0.996062,A11
0.984533,0.616916,A10
0.0,3e-06,none
0.008669,0.000221,A17
0.999279,0.972283,A15
0.992379,0.767141,A15
0.734815,0.065509,A18
0.999589,0.983999,A07
0.997869,0.922166,A08
0.035471,0.00093,A18
0.000408,1e-05,none
0.999974,0.996062,A08
0.99879,0.954309,A08
0.998745,0.952671,A13
1.0,0.996062,A14
0.999996,0.996062,A15
0.00525,0.000134,A17
3e-06,3e-06,none
0.988964,0.693925,A13
0.999986,0.996062,A13
0.99981,0.992541,A11
0.000188,5e-06,none
0.000209,5e-06,none
0.999998,0.996062,A08
0.999991,0.996062,A11
0.999686,0.987737,A16
0.998854,0.956605,A19
0.999998,0.996062,A16
1.0,0.996062,A09
0.999996,0.996062,A10
0.962389,0.392961,A16
0.999915,0.996062,A16
0.87359,0.148816,A07
0.999751,0.990257,A14
0.999967,0.996062,A08
1.0,0.996062,A13
0.999674,0.987272,A15
0.999975,0.996062,A11
0.999108,0.965905,A10
0.995739,0.855323,A19
1.0,0.996062,A09
1.0,0.996062,A09
0.462831,0.021333,A18
0.996903,0.890636,A13
0.007594,0.000194,A19
0.999794,0.991929,A08
1.0,0.996062,A09
1.0,0.996062,A09
1.0,0.996062,A13
1.0,0.996062,A09
0.98335,0.599062,A18
0.000111,3e-06,none
8.5e-05,3e-06,A19
0.007121,0.000181,none
0.986646,0.651474,A16
1.0,0.996062,A12
3.5e-05,3e-06,none
0.001585,4e-05,A16
0.010988,0.000281,none
0.99999,0.996062,A10
0.000369,9e-06,A17
2e-05,3e-06,A17
0.999702,0.988342,A15
0.998923,0.959142,A07
0.983711,0.604409,A07
0.675492,0.050027,A16
3e-05,3e-06,A17
0.999558,0.982827,A07
0.000896,2.3e-05,A17
3e-06,3e-06,none
0.000394,1e-05,none
0.999956,0.996062,A07
0.999987,0.996062,A10
0.045989,0.001218,A18
1.0,0.996062,A14
9e-06,3e-06,none
0.999691,0.987944,A14
5.4e-05,3e-06,A17
0.999998,0.996062,A14
0.999751,0.990257,A07
0.999956,0.996062,A10
0.999971,0.996062,A14
1.0,0.996062,A09
0.999114,0.966129,A11
0.999999,0.996062,A09
0.999999,0.996062,A16
0.072729,0.00198,A19
0.999962,0.996062,A16
1.0,0.996062,A09
0.082174,0.00226,A19
0.997933,0.924328,A08
0.998005,0.926758,A16
0.000439,1.1e-05,A17
0.999956,0.996062,A11
0.000385,1e-05,none
0.000745,1.9e-05,A17
0.999994,0.996062,A13
0.000101,3e-06,A17
1.0,0.996062,A14
0.999657,0.98662,A11
7.8e-05,3e-06,A17
0.999703,0.988374,A15
0.045585,0.001207,A18
0.999977,0.996062,A10
1.0,0.996062,A14
0.999995,0.996062,A09
0.942371,0.292635,A07
1.0,0.996062,A14
0.997409,0.906873,A16
0.794261,0.088977,none
1.0,0.996062,A12
0.125963,0.003633,A18
0.999948,0.996062,A15
1.0,0.996062,A09
1.0,0.996062,A09
0.999866,0.994745,A13
0.999998,0.996062,A14
0.984475,0.616009,A10
0.993278,0.788946,A13
0.999991,0.996062,A14
0.98625,0.644706,A19
0.994846,0.830026,A08
0.012985,0.000333,A17
1.0,0.996062,A14
0.999987,0.996062,A11
0.006885,0.000175,A18
0.999959,0.996062,A08
0.998959,0.960423,A19
0.000776,2e-05,A17
0.999108,0.965922,A11
2.3e-05,3e-06,A17
0.003016,7.7e-05,A19
0.999695,0.988096,A19
0.033087,0.000865,A18
1.0,0.996062,A09
0.862126,0.136586,A14
0.003328,8.4e-05,A18
0.999998,0.996062,A14
0.99998,0.996062,A08
0.999733,0.989541,A08
0.998888,0.957862,A13
0.99999,0.996062,A07
0.999724,0.98919,A08
1.5e-05,3e-06,none
1e-06,3e-06,none
0.099698,0.002794,A17
0.977805,0.527084,A19
1.0,0.996062,A12
0.999958,0.996062,A10
0.00017,4e-06,A17
0.999875,0.995071,A11
0.999999,0.996062,A14
0.999955,0.996062,A11
1.0,0.996062,A09
6e-06,3e-06,none
0.999946,0.996062,A14
0.04402,0.001164,A18
0.925314,0.238638,A19
0.008341,0.000213,A19
0.99987,0.994894,A16
2.1e-05,3e-06,none
0.11249,0.003196,A18
4.5e-05,3e-06,none
0.002566,6.5e-05,A19
0.967813,0.432041,A19
1.1e-05,3e-06,none
0.999993,0.996062,A14
0.999992,0.996062,A10
1.0,0.996062,A09
1.5e-05,3e-06,A17
0.001078,2.7e-05,A18
0.001038,2.6e-05,A08
1.0,0.996062,A10
0.02952,0.000769,none
0.027148,0.000705,none
0.999668,0.987056,A12
0.999985,0.996062,A16
0.999723,0.989158,A15
0.009302,0.000237,A17
0.999999,0.996062,A14
0.999978,0.996062,A15
0.998992,0.96166,A11
0.994323,0.815878,A10
0.999999,0.996062,A08
0.995523,0.849065,A07
0.997992,0.926337,A16
0.003972,0.000101,none
0.991563,0.748311,A10
0.999932,0.996062,A07
1.0,0.996062,A14
0.999989,0.996062,A11
1.0,0.996062,A14
1.0,0.996062,A16
0.883824,0.1614,A19
0.971602,0.463966,A18
0.848793,0.124353,A19
1.0,0.996062,A09
0.001641,4.2e-05,A17
0.99995,0.996062,A11
0.86255,0.137008,A19
4.3e-05,3e-06,none
0.985729,0.63603,A08
0.999477,0.979743,A07
0.998666,0.949841,A08
0.999997,0.996062,A16
0.99937,0.975698,A11
0.999754,0.990363,A13
0.999996,0.996062,A11
0.999999,0.996062,A14
0.100497,0.002819,A16
2e-06,3e-06,none
1e-06,3e-06,none
0.000116,3e-06,none
0.997872,0.922259,A15
0.999954,0.996062,A13
0.956341,0.356566,A08
0.003139,8e-05,none
0.999879,0.995235,A08
0.997976,0.925784,A08
0.973949,0.486078,A16
0.99978,0.991396,A07
0.161821,0.004861,A18
1.0,0.996062,A13
1.0,0.996062,A12
0.999262,0.971623,A10
0.999992,0.996062,A08
0.999949,0.996062,A11
0.979182,0.543366,A18
0.999461,0.979146,A14
3e-06,3e-06,none
0.999853,0.994237,A10
1.0,0.996062,A14
0.999999,0.996062,A14
0.999951,0.996062,A10
2e-06,3e-06,none
0.999789,0.991743,A15
3.4e-05,3e-06,none
1.0,0.996062,A14
0.999989,0.996062,A14
0.999945,0.996062,A11
0.999999,0.996062,A16
1.0,0.996062,A09
0.999996,0.996062,A14
0.625172,0.040487,A19
0.057868,0.001552,A08
0.981938,0.579018,A12
0.999988,0.996062,A15
0.000252,6e-06,A18
0.001452,3.7e-05,A19
0.311778,0.011331,A15
0.990805,0.731618,A13
0.99985,0.994116,A11
1.0,0.996062,A09
0.999607,0.984689,A07
0.99999,0.996062,A10
0.000822,2.1e-05,A17
0.997893,0.922978,A08
0.002552,6.5e-05,A19
0.970872,0.457477,A15
0.825711,0.107028,A19
0.002194,5.6e-05,A17
0.985376,0.630271,A19
0.999585,0.983858,A12
1.0,0.996062,A12
0.999989,0.996062,A16
0.999996,0.996062,A15
4e-06,3e-06,A17
0.99996,0.996062,A15
0.000616,1.6e-05,A19
0.962274,0.392203,A13
0.001945,4.9e-05,A17
0.00113,2.9e-05,A17
1.0,0.996062,A09
1.0,0.996062,A14
0.999931,0.996062,A12
4e-06,3e-06,none
0.993999,0.807342,A19
0.989289,0.700289,A17
3e-05,3e-06,A18
4e-06,3e-06,none
0.983865,0.606715,A19
1.0,0.996062,A09
0.994624,0.823967,A13
0.001113,2.8e-05,A17
0.990583,0.726859,A12
0.005801,0.000148,A18
0.998728,0.952078,A13
0.999995,0.996062,A07
0.999368,0.975622,A07
1.0,0.996062,A09
0.999617,0.985085,A10
0.999911,0.996062,A11
1.4e-05,3e-06,none
0.999816,0.992769,A11
0.999568,0.983214,A08
0.995118,0.837574,A16
0.999772,0.991057,A10
0.999968,0.996062,A16
1.0,0.996062,A09
4e-06,3e-06,none
0.998924,0.959177,A16
0.004052,0.000103,A19
1.0,0.996062,A12
2.9e-05,3e-06,none
0.0,3e-06,none
1.0,0.996062,A12
0.000448,1.1e-05,A17
0.002083,5.3e-05,A19
0.999578,0.983602,A13
6e-06,3e-06,none
0.999968,0.996062,A11
0.999984,0.996062,A10
0.999622,0.985254,A13
0.999864,0.994642,A07
1.0,0.996062,A14
1.0,0.996062,A12
0.996843,0.88875,A08
0.999985,0.996062,A07
0.998887,0.957832,A11
0.999999,0.996062,A14
0.99984,0.99372,A15
0.998751,0.952885,A07
0.999882,0.995366,A16
0.932709,0.259621,A16
0.957942,0.365572,A13
2e-06,3e-06,none
0.999896,0.995907,A14
0.999974,0.996062,A07
0.9855,0.632282,A13
0.143113,0.004207,A19
0.991354,0.743644,A13
0.999998,0.996062,A13
0.997325,0.904145,A12
0.999992,0.996062,A07
0.999958,0.996062,A11
0.000578,1.5e-05,A17
1.0,0.996062,A09
0.001322,3.3e-05,A18
0.999965,0.996062,A16
0.969639,0.446891,A08
1e-06,3e-06,none
0.022974,0.000595,A15
1.0,0.996062,A12
0.99958,0.983675,A08
0.999997,0.996062,A16
1.0,0.996062,A12
1.0,0.996062,A09
0.975488,0.501691,A13
2e-06,3e-06,none
0.992224,0.763481,A12
0.99972,0.989052,A19
0.999817,0.992825,A11
0.99999,0.996062,A13
0.422665,0.018184,A13
0.999247,0.97106,A16
0.995223,0.84052,A13
0.950843,0.32857,A08
0.000443,1.1e-05,none
0.979362,0.545562,A19
0.990285,0.720571,A15
0.630338,0.041355,A08
0.993916,0.805186,A11
0.992774,0.776584,A19
